Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
Cervical spondylosis,back_pain,weakness_in_limbs,,dizziness,,,,,,,,,,,,,
Paralysis (brain hemorrhage),vomiting,headache,,,,,,,,,,,,,,,
Jaundice,itching,vomiting,fatigue,weight_loss,high_fever,,dark_urine,abdominal_pain,,,,,,,,,
Malaria,chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain,,,,,,,,,
Chicken pox,itching,skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,,,,,,,,
Dengue,skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,,muscle_pain,,,,
Typhoid,chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,,belly_pain,,,,,,
hepatitis A,joint_pain,vomiting,,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,,muscle_pain,,,,,,
Hepatitis B,itching,fatigue,lethargy,,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,,,,,,,,,
Hepatitis C,fatigue,,nausea,loss_of_appetite,,,,,,,,,,,,,
Hepatitis D,joint_pain,vomiting,fatigue,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,
Hepatitis E,joint_pain,vomiting,fatigue,high_fever,,dark_urine,nausea,loss_of_appetite,abdominal_pain,,,,,,,,
Alcoholic hepatitis,vomiting,,abdominal_pain,swelling_of_stomach,,,,,,,,,,,,,
Tuberculosis,chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,,swelled_lymph_nodes,,,chest_pain,,
Common Cold,continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,,,throat_irritation,redness_of_eyes,,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain
Pneumonia,chills,fatigue,cough,high_fever,breathlessness,sweating,,,chest_pain,fast_heart_rate,,,,,,,
Dimorphic hemmorhoids(piles),constipation,,,,,,,,,,,,,,,,
Heart attack,vomiting,breathlessness,sweating,chest_pain,,,,,,,,,,,,,
Varicose veins,fatigue,,,,,,,,,,,,,,,,
Hypothyroidism,fatigue,,cold_hands_and_feets,,lethargy,dizziness,,,,swollen_extremeties,,,,,,,
Hyperthyroidism,fatigue,,weight_loss,,sweating,diarrhoea,fast_heart_rate,,muscle_weakness,,,,,,,,
Hypoglycemia,vomiting,fatigue,,sweating,headache,nausea,,,,,,palpitations,,,,,
Osteoarthristis,joint_pain,,knee_pain,,swelling_joints,,,,,,,,,,,,
Arthritis,muscle_weakness,stiff_neck,swelling_joints,,,,,,,,,,,,,,
(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,,,,,,,,,,,,,
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,
Urinary tract infection,,,foul_smell_of urine,,,,,,,,,,,,,,
Psoriasis,skin_rash,joint_pain,skin_peeling,,,,,,,,,,,,,,
Impetigo,skin_rash,high_fever,blister,,,,,,,,,,,,,,
Fungal infection,itching,skin_rash,,dischromic _patches,,,,,,,,,,,,,
Allergy,continuous_sneezing,shivering,chills,watering_from_eyes,,,,,,,,,,,,,
GERD,stomach_pain,,,vomiting,cough,chest_pain,,,,,,,,,,,
Chronic cholestasis,itching,vomiting,,nausea,loss_of_appetite,abdominal_pain,,,,,,,,,,,
Drug Reaction,itching,skin_rash,stomach_pain,,spotting_ urination,,,,,,,,,,,,
Peptic ulcer diseae,vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,,,,,,,,,,,,
AIDS,muscle_wasting,,high_fever,,,,,,,,,,,,,,
Diabetes,fatigue,weight_loss,,lethargy,irregular_sugar_level,,,,,,,,,,,,
Gastroenteritis,vomiting,,dehydration,diarrhoea,,,,,,,,,,,,,
Bronchial Asthma,fatigue,cough,high_fever,breathlessness,,,,,,,,,,,,,
Hypertension,headache,chest_pain,dizziness,,,,,,,,,,,,,,
Migraine,,indigestion,headache,,,stiff_neck,,,,,,,,,,,
